id,match_key,match_date,bet_name,bet_category,probability,sportium,sportbet,best_edge,outcome,is_custom,custom_stat,custom_type,custom_scope,custom_direction,custom_line,custom_esito,created_at
"1605","LaLiga|Osasuna|Sevilla","2026-04-26","UNDER 3,5 CARTELLINI CASA","Cartellini","0.8254133868423409","1.22","1.19","0.0070043319476558175","WIN","0","","","","","","","2026-04-27 00:55:11"
"1606","LaLiga|Osasuna|Sevilla","2026-04-26","UNDER 3,5 CARTELLINI OSPITE","Cartellini","0.6981604396124085","1.44","1.43","0.005351033041868236","WIN","0","","","","","","","2026-04-27 00:55:11"
"1598","LaLiga|Osasuna|Sevilla","2026-04-26","OVER 0,5 GOL","Gol","0.9476602940515676","1.07","1.07","0.013996514635177482","WIN","0","","","","","","","2026-04-27 00:55:10"
"1599","LaLiga|Osasuna|Sevilla","2026-04-26","OVER 1,5 GOL","Gol","0.7932581615036921","1.37","1.38","0.09469626287509492","WIN","0","","","","","","","2026-04-27 00:55:10"
"1600","LaLiga|Osasuna|Sevilla","2026-04-26","OVER 0,5 GOL CASA","Gol","0.8395864322248272","1.24","1.23","0.04108717595878564","WIN","0","","","","","","","2026-04-27 00:55:10"
"1601","LaLiga|Osasuna|Sevilla","2026-04-26","OVER 0,5 GOL OSPITE","Gol","0.6737202053769605","1.56","1.54","0.051003520388058554","WIN","0","","","","","","","2026-04-27 00:55:10"
"1602","LaLiga|Osasuna|Sevilla","2026-04-26","OVER 6,5 TIRI IN PORTA TOTALI","Tiri in Porta","0.7404016617742702","1.37","1.34","0.014350276630750392","WIN","0","","","","","","","2026-04-27 00:55:10"
"1603","LaLiga|Osasuna|Sevilla","2026-04-26","OVER 3,5 TIRI IN PORTA CASA","Tiri in Porta","0.725010042865443","1.41","1.45","0.05126456215489239","WIN","0","","","","","","","2026-04-27 00:55:10"
"1589","LaLiga|Oviedo|Elche","2026-04-26","UNDER 3,5 GOL","Gol","0.817382475723144","1.28","1.3","0.06259721844008737","WIN","0","","","","","","","2026-04-27 00:54:07"
"1590","LaLiga|Oviedo|Elche","2026-04-26","UNDER 4,5 GOL","Gol","0.9264177569409228","1.09","1.1","0.01905953263501514","WIN","0","","","","","","","2026-04-27 00:54:07"
"1591","LaLiga|Oviedo|Elche","2026-04-26","UNDER 1,5 GOL OSPITE","Gol","0.7724823535071383","1.41","1.4","0.08920011844506504","LOSS","0","","","","","","","2026-04-27 00:54:07"
"1592","LaLiga|Oviedo|Elche","2026-04-26","UNDER 2,5 GOL OSPITE","Gol","0.937143065702081","1.09","1.08","0.0214859416152684","WIN","0","","","","","","","2026-04-27 00:54:07"
"1593","LaLiga|Oviedo|Elche","2026-04-26","UNDER 5,5 CORNER OSPITE","Corner","0.755629387172249","1.34","1.2","0.0125433788108138","WIN","0","","","","","","","2026-04-27 00:54:07"
